source	target	ligand	receptor	prob	pval	interaction_name	interaction_name_2	pathway_name	annotation	evidence
Injured distal epithelial state (provisional)	C8	COL6A3	ITGA2_ITGB1	0.00855061494868924	0	COL6A3_ITGA2_ITGB1	COL6A3 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C16	C19	COL4A4	SDC4	0.00855057707738529	0	COL4A4_SDC4	COL4A4 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Thick ascending limb (TAL) / loop of Henle	C8	COL6A3	ITGAV_ITGB8	0.00854932760081856	0	COL6A3_ITGAV_ITGB8	COL6A3 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C5	Collecting duct intercalated cell	COL4A3	SDC1	0.00851595900377163	0	COL4A3_SDC1	COL4A3 - SDC1	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C14	C9	COL4A3	SDC4	0.00851572773757152	0	COL4A3_SDC4	COL4A3 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Collecting duct intercalated cell	C16	LAMB2	ITGA2_ITGB1	0.00848892747702665	0	LAMB2_ITGA2_ITGB1	LAMB2 - (ITGA2+ITGB1)	LAMININ	ECM-Receptor	KEGG: hsa04512
C5	Collecting duct intercalated cell	COL4A4	SDC1	0.00847891269504443	0	COL4A4_SDC1	COL4A4 - SDC1	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C16	C9	COL4A3	ITGA2_ITGB1	0.0084742794018608	0	COL4A3_ITGA2_ITGB1	COL4A3 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Epithelial progenitor-like / repair state (provisional)	C8	COL4A3	ITGAV_ITGB8	0.00846909227432552	0	COL4A3_ITGAV_ITGB8	COL4A3 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C13	C9	COL4A1	SDC4	0.00846633938943347	0	COL4A1_SDC4	COL4A1 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C11	C8	COL4A5	ITGAV_ITGB8	0.00845208149433121	0	COL4A5_ITGAV_ITGB8	COL4A5 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C14	C8	COL6A3	ITGAV_ITGB8	0.00845208149433121	0	COL6A3_ITGAV_ITGB8	COL6A3 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Collecting duct principal cell	C10	CD46	JAG1	0.00844114141727137	0	CD46_JAG1	CD46 - JAG1	CD46	Cell-Cell Contact	PMID: 23086448
C19	C9	COL6A3	SDC4	0.00843087610634462	0	COL6A3_SDC4	COL6A3 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Collecting duct intercalated cell	C16	LAMA5	ITGA2_ITGB1	0.00842749984854314	0	LAMA5_ITGA2_ITGB1	LAMA5 - (ITGA2+ITGB1)	LAMININ	ECM-Receptor	KEGG: hsa04512
C11	Collecting duct intercalated cell	COL4A2	SDC1	0.0084221557688106	0	COL4A2_SDC1	COL4A2 - SDC1	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Injured distal epithelial state (provisional)	C8	COL6A3	ITGA3_ITGB1	0.00841728294748507	0	COL6A3_ITGA3_ITGB1	COL6A3 - (ITGA3+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C8	C4	FGF9	FGFR3	0.00841528016346446	0	FGF9_FGFR3	FGF9 - FGFR3	FGF	Secreted Signaling	PMC: 4393358
C12	C16	LAMB2	ITGAV_ITGB8	0.00841210780930417	0	LAMB2_ITGAV_ITGB8	LAMB2 - (ITGAV+ITGB8)	LAMININ	ECM-Receptor	KEGG: hsa04512
Epithelial progenitor-like / repair state (provisional)	C16	COL4A5	ITGA2_ITGB1	0.00841060626675541	0	COL4A5_ITGA2_ITGB1	COL4A5 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C11	C16	COL4A1	SDC4	0.00839559216839958	0	COL4A1_SDC4	COL4A1 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C14	C10	CD46	JAG1	0.00839019830368662	0	CD46_JAG1	CD46 - JAG1	CD46	Cell-Cell Contact	PMID: 23086448
C4	Collecting duct intercalated cell	COL6A3	SDC1	0.00837303090441872	0	COL6A3_SDC1	COL6A3 - SDC1	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Collecting duct intercalated cell	C9	COL4A3	ITGA2_ITGB1	0.00837148283506907	0	COL4A3_ITGA2_ITGB1	COL4A3 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Collecting duct intercalated cell	C16	COL4A4	ITGA2_ITGB1	0.00836297967725863	0	COL4A4_ITGA2_ITGB1	COL4A4 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Injured tubular epithelial program (mixed)	C4	PTPRM	PTPRM	0.00832596009913079	0	PTPRM_PTPRM	PTPRM - PTPRM	PTPRM	Cell-Cell Contact	KEGG: hsa04514
C4	Injured tubular epithelial program (mixed)	PTPRM	PTPRM	0.00832596009913079	0	PTPRM_PTPRM	PTPRM - PTPRM	PTPRM	Cell-Cell Contact	KEGG: hsa04514
Epithelial progenitor-like / repair state (provisional)	C10	JAG1	NOTCH2	0.00832138606719571	0	JAG1_NOTCH2	JAG1 - NOTCH2	NOTCH	Cell-Cell Contact	PMID: 22353464
C5	C8	COL4A3	ITGAV_ITGB8	0.0082941349963668	0	COL4A3_ITGAV_ITGB8	COL4A3 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C10	C9	COL6A1	ITGA2_ITGB1	0.00829379944585573	0	COL6A1_ITGA2_ITGB1	COL6A1 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C5	C9	LAMB1	ITGA2_ITGB1	0.00829308251576523	0	LAMB1_ITGA2_ITGB1	LAMB1 - (ITGA2+ITGB1)	LAMININ	ECM-Receptor	KEGG: hsa04512
C16	C9	COL4A3	SDC4	0.00828862715754583	0	COL4A3_SDC4	COL4A3 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C11	C8	LAMA5	ITGAV_ITGB8	0.00828507540028196	0	LAMA5_ITGAV_ITGB8	LAMA5 - (ITGAV+ITGB8)	LAMININ	ECM-Receptor	KEGG: hsa04512
Epithelial progenitor-like / repair state (provisional)	Collecting duct intercalated cell	COL4A4	SDC1	0.00826854924469292	0	COL4A4_SDC1	COL4A4 - SDC1	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Collecting duct principal cell	C16	COL4A5	SDC4	0.00826464451834917	0	COL4A5_SDC4	COL4A5 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C14	C19	COL4A4	SDC4	0.00826312533903337	0	COL4A4_SDC4	COL4A4 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C5	C8	COL4A4	ITGAV_ITGB8	0.00825804563390202	0	COL4A4_ITGAV_ITGB8	COL4A4 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C13	Collecting duct intercalated cell	FGF9	FGFR3	0.00824024077496749	0	FGF9_FGFR3	FGF9 - FGFR3	FGF	Secreted Signaling	PMC: 4393358
C11	C16	COL4A3	SDC4	0.00823648553530383	0	COL4A3_SDC4	COL4A3 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C1	C8	COL6A3	ITGA2_ITGB1	0.00821574638947549	0	COL6A3_ITGA2_ITGB1	COL6A3 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C10	C16	COL4A5	SDC4	0.00821066599228942	0	COL4A5_SDC4	COL4A5 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Injured distal epithelial state (provisional)	Collecting duct intercalated cell	COL6A3	ITGA1_ITGB1	0.00820346218080148	0	COL6A3_ITGA1_ITGB1	COL6A3 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C11	C8	COL4A2	ITGAV_ITGB8	0.00820275493677751	0	COL4A2_ITGAV_ITGB8	COL4A2 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C3	C8	COL6A3	ITGA2_ITGB1	0.00819378693149828	0	COL6A3_ITGA2_ITGB1	COL6A3 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Collecting duct intercalated cell	C9	COL4A3	SDC4	0.00818806403297271	0	COL4A3_SDC4	COL4A3 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C11	C10	CD46	JAG1	0.00818689183391971	0	CD46_JAG1	CD46 - JAG1	CD46	Cell-Cell Contact	PMID: 23086448
C2	C8	COL6A1	ITGA2_ITGB1	0.00818091852015337	0	COL6A1_ITGA2_ITGB1	COL6A1 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Injured distal epithelial state (provisional)	C16	COL4A2	ITGA2_ITGB1	0.00817547973494665	0	COL4A2_ITGA2_ITGB1	COL4A2 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C3	C16	COL4A4	SDC4	0.00816556035685123	0	COL4A4_SDC4	COL4A4 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C4	C16	LAMB2	ITGAV_ITGB8	0.00816538932438577	0	LAMB2_ITGAV_ITGB8	LAMB2 - (ITGAV+ITGB8)	LAMININ	ECM-Receptor	KEGG: hsa04512
C4	C8	COL6A3	ITGAV_ITGB8	0.00815489927187242	0	COL6A3_ITGAV_ITGB8	COL6A3 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Injured distal epithelial state (provisional)	Collecting duct intercalated cell	COL6A2	SDC1	0.00814150844583787	0	COL6A2_SDC1	COL6A2 - SDC1	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C16	C9	COL4A4	ITGA2_ITGB1	0.00813209300018701	0	COL4A4_ITGA2_ITGB1	COL4A4 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Thick ascending limb (TAL) / loop of Henle	C16	COL4A2	SDC4	0.00812050014670145	0	COL4A2_SDC4	COL4A2 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C10	C9	COL6A1	SDC4	0.00811206875960496	0	COL6A1_SDC4	COL6A1 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C1	C8	COL6A3	ITGA3_ITGB1	0.00808759348716069	0	COL6A3_ITGA3_ITGB1	COL6A3 - (ITGA3+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C13	C10	CD46	JAG1	0.008074112441152	0	CD46_JAG1	CD46 - JAG1	CD46	Cell-Cell Contact	PMID: 23086448
C11	C11	THBS1	ITGAV_ITGB3	0.0080691258976237	0	THBS1_ITGAV_ITGB3	THBS1 - (ITGAV+ITGB3)	THBS	ECM-Receptor	KEGG: hsa04512
C3	C8	COL6A3	ITGA3_ITGB1	0.008065973776919	0	COL6A3_ITGA3_ITGB1	COL6A3 - (ITGA3+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Epithelial progenitor-like / repair state (provisional)	C8	LAMB1	ITGA2_ITGB1	0.0080643652245352	0	LAMB1_ITGA2_ITGB1	LAMB1 - (ITGA2+ITGB1)	LAMININ	ECM-Receptor	KEGG: hsa04512
C8	Epithelial progenitor-like / repair state (provisional)	FGF9	FGFR3	0.00805465144787134	0	FGF9_FGFR3	FGF9 - FGFR3	FGF	Secreted Signaling	PMC: 4393358
C2	C8	COL6A1	ITGA3_ITGB1	0.00805330446730109	0	COL6A1_ITGA3_ITGB1	COL6A1 - (ITGA3+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Epithelial progenitor-like / repair state (provisional)	C8	COL4A4	ITGAV_ITGB8	0.00805311743123303	0	COL4A4_ITGAV_ITGB8	COL4A4 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C2	C8	COL6A3	ITGA2_ITGB1	0.00805071986948141	0	COL6A3_ITGA2_ITGB1	COL6A3 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Injured tubular epithelial program (mixed)	C8	COL6A3	ITGA2_ITGB1	0.00803980054226491	0	COL6A3_ITGA2_ITGB1	COL6A3 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C18	Collecting duct intercalated cell	COL6A3	SDC1	0.00802415584806024	0	COL6A3_SDC1	COL6A3 - SDC1	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C14	C16	COL4A3	SDC4	0.00801793661387451	0	COL4A3_SDC4	COL4A3 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Thick ascending limb (TAL) / loop of Henle	C19	COL4A1	SDC4	0.00800349743591484	0	COL4A1_SDC4	COL4A1 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C5	C16	LAMA2	ITGA2_ITGB1	0.00799015449816093	0	LAMA2_ITGA2_ITGB1	LAMA2 - (ITGA2+ITGB1)	LAMININ	ECM-Receptor	KEGG: hsa04512
C8	C9	LAMB1	ITGA2_ITGB1	0.00798182325062764	0	LAMB1_ITGA2_ITGB1	LAMB1 - (ITGA2+ITGB1)	LAMININ	ECM-Receptor	KEGG: hsa04512
C13	C16	COL4A1	SDC4	0.00797141207503463	0	COL4A1_SDC4	COL4A1 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C16	C9	COL4A4	SDC4	0.00795387714787303	0	COL4A4_SDC4	COL4A4 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Epithelial progenitor-like / repair state (provisional)	C8	LAMB1	ITGA3_ITGB1	0.00793855473294149	0	LAMB1_ITGA3_ITGB1	LAMB1 - (ITGA3+ITGB1)	LAMININ	ECM-Receptor	KEGG: hsa04512
C19	C16	COL6A3	SDC4	0.00793800531615788	0	COL6A3_SDC4	COL6A3 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Injured distal epithelial state (provisional)	C8	COL6A2	ITGAV_ITGB8	0.00792936013517758	0	COL6A2_ITGAV_ITGB8	COL6A2 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C2	C8	COL6A3	ITGA3_ITGB1	0.00792512055544315	0	COL6A3_ITGA3_ITGB1	COL6A3 - (ITGA3+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C3	Collecting duct intercalated cell	COL4A3	SDC4	0.00791579872296136	0	COL4A3_SDC4	COL4A3 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Injured tubular epithelial program (mixed)	C8	COL6A3	ITGA3_ITGB1	0.00791437022152095	0	COL6A3_ITGA3_ITGB1	COL6A3 - (ITGA3+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Injured tubular epithelial program (mixed)	C10	CD46	JAG1	0.0079037264326272	0	CD46_JAG1	CD46 - JAG1	CD46	Cell-Cell Contact	PMID: 23086448
C9	C16	CDH1	ITGA2_ITGB1	0.00789069310668001	0	CDH1_ITGA1_ITGB1	CDH1 - (ITGA1+ITGB1)	CDH1	Cell-Cell Contact	PMID: 12392763
C1	Collecting duct intercalated cell	COL6A3	ITGA1_ITGB1	0.0078820811133286	0	COL6A3_ITGA1_ITGB1	COL6A3 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C2	Collecting duct intercalated cell	COL4A3	SDC4	0.00787791007769052	0	COL4A3_SDC4	COL4A3 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C11	C8	LAMB1	ITGAV_ITGB8	0.00786552360212905	0	LAMB1_ITGAV_ITGB8	LAMB1 - (ITGAV+ITGB8)	LAMININ	ECM-Receptor	KEGG: hsa04512
Epithelial progenitor-like / repair state (provisional)	C8	COL4A2	ITGA2_ITGB1	0.00786526357001653	0	COL4A2_ITGA2_ITGB1	COL4A2 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C3	Collecting duct intercalated cell	COL6A3	ITGA1_ITGB1	0.00786100642378061	0	COL6A3_ITGA1_ITGB1	COL6A3 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C14	C9	COL4A4	ITGA2_ITGB1	0.0078585982707508	0	COL4A4_ITGA2_ITGB1	COL4A4 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C9	C19	COL4A3	SDC4	0.00785793897026212	0	COL4A3_SDC4	COL4A3 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C2	Collecting duct intercalated cell	COL6A1	ITGA1_ITGB1	0.00784865651115637	0	COL6A1_ITGA1_ITGB1	COL6A1 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C3	C8	COL6A1	ITGA2_ITGB1	0.00784209735566534	0	COL6A1_ITGA2_ITGB1	COL6A1 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C3	C10	COL4A3	SDC4	0.00782629079246585	0	COL4A3_SDC4	COL4A3 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C18	C8	COL6A3	ITGAV_ITGB8	0.00781504137246865	0	COL6A3_ITGAV_ITGB8	COL6A3 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Epithelial progenitor-like / repair state (provisional)	C8	COL4A1	ITGA2_ITGB1	0.00781263976384439	0	COL4A1_ITGA2_ITGB1	COL4A1 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C12	C10	CD46	JAG1	0.00780882110915548	0	CD46_JAG1	CD46 - JAG1	CD46	Cell-Cell Contact	PMID: 23086448
C16	C16	COL4A3	SDC4	0.00780400682165965	0	COL4A3_SDC4	COL4A3 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C2	C10	COL4A3	SDC4	0.00778882720966421	0	COL4A3_SDC4	COL4A3 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Collecting duct intercalated cell	C16	LAMB1	ITGA2_ITGB1	0.00778821318737529	0	LAMB1_ITGA2_ITGB1	LAMB1 - (ITGA2+ITGB1)	LAMININ	ECM-Receptor	KEGG: hsa04512
Epithelial progenitor-like / repair state (provisional)	C8	COL4A2	ITGA3_ITGB1	0.0077425349771513	0	COL4A2_ITGA3_ITGB1	COL4A2 - (ITGA3+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Epithelial progenitor-like / repair state (provisional)	Collecting duct intercalated cell	LAMB1	ITGA1_ITGB1	0.00773680001621993	0	LAMB1_ITGA1_ITGB1	LAMB1 - (ITGA1+ITGB1)	LAMININ	ECM-Receptor	KEGG: hsa04512
C5	C13	FGF9	FGFR3	0.00773091594100412	0	FGF9_FGFR3	FGF9 - FGFR3	FGF	Secreted Signaling	PMC: 4393358
C2	Collecting duct intercalated cell	COL6A3	ITGA1_ITGB1	0.00772370460400713	0	COL6A3_ITGA1_ITGB1	COL6A3 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C3	C8	COL6A1	ITGA3_ITGB1	0.00771972743285223	0	COL6A1_ITGA3_ITGB1	COL6A1 - (ITGA3+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Injured tubular epithelial program (mixed)	Collecting duct intercalated cell	COL6A3	ITGA1_ITGB1	0.00771322536425221	0	COL6A3_ITGA1_ITGB1	COL6A3 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C12	Collecting duct intercalated cell	COL4A5	SDC1	0.00771011048747871	0	COL4A5_SDC1	COL4A5 - SDC1	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Collecting duct intercalated cell	C16	COL4A3	SDC4	0.00770927772520501	0	COL4A3_SDC4	COL4A3 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C8	C19	COL4A2	SDC4	0.00770226053222954	0	COL4A2_SDC4	COL4A2 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C11	C8	COL6A3	ITGA2_ITGB1	0.0076955826208748	0	COL6A3_ITGA2_ITGB1	COL6A3 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Epithelial progenitor-like / repair state (provisional)	C8	COL4A1	ITGA3_ITGB1	0.00769072594110405	0	COL4A1_ITGA3_ITGB1	COL4A1 - (ITGA3+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C14	C9	COL4A4	SDC4	0.00768632964316586	0	COL4A4_SDC4	COL4A4 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C13	C19	COL4A5	SDC4	0.00768115579515165	0	COL4A5_SDC4	COL4A5 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Thick ascending limb (TAL) / loop of Henle	C8	COL6A3	ITGA2_ITGB1	0.00765580316515676	0	COL6A3_ITGA2_ITGB1	COL6A3 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C3	C5	COL4A3	SDC4	0.00764830649203024	0	COL4A3_SDC4	COL4A3 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C10	C16	COL6A1	SDC4	0.00763769195580877	0	COL6A1_SDC4	COL6A1 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C13	Collecting duct intercalated cell	COL4A2	SDC1	0.00763704554608867	0	COL4A2_SDC1	COL4A2 - SDC1	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Thick ascending limb (TAL) / loop of Henle	Collecting duct intercalated cell	PTPRM	PTPRM	0.00763347548330996	0	PTPRM_PTPRM	PTPRM - PTPRM	PTPRM	Cell-Cell Contact	KEGG: hsa04514
Collecting duct intercalated cell	Thick ascending limb (TAL) / loop of Henle	PTPRM	PTPRM	0.00763347548330996	0	PTPRM_PTPRM	PTPRM - PTPRM	PTPRM	Cell-Cell Contact	KEGG: hsa04514
C14	C13	FGF9	FGFR3	0.00761578040505918	0	FGF9_FGFR3	FGF9 - FGFR3	FGF	Secreted Signaling	PMC: 4393358
C2	C5	COL4A3	SDC4	0.0076116883640168	0	COL4A3_SDC4	COL4A3 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Thick ascending limb (TAL) / loop of Henle	C9	COL4A1	ITGA2_ITGB1	0.0076115830815203	0	COL4A1_ITGA2_ITGB1	COL4A1 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C1	C11	GDF15	TGFBR2	0.00759122403402581	0	GDF15_TGFBR2	GDF15 - TGFBR2	GDF	Secreted Signaling	KEGG: hsa04350
Epithelial progenitor-like / repair state (provisional)	C8	COL4A3	ITGA2_ITGB1	0.00758388940894849	0	COL4A3_ITGA2_ITGB1	COL4A3 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C11	C8	COL6A3	ITGA3_ITGB1	0.00757548149193896	0	COL6A3_ITGA3_ITGB1	COL6A3 - (ITGA3+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C10	C9	LAMB1	ITGA2_ITGB1	0.00757384378446096	0	LAMB1_ITGA2_ITGB1	LAMB1 - (ITGA2+ITGB1)	LAMININ	ECM-Receptor	KEGG: hsa04512
C4	Epithelial progenitor-like / repair state (provisional)	CD46	JAG1	0.00757372224832382	0	CD46_JAG1	CD46 - JAG1	CD46	Cell-Cell Contact	PMID: 23086448
C11	C8	COL4A5	ITGA2_ITGB1	0.00756864305053495	0	COL4A5_ITGA2_ITGB1	COL4A5 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C14	C8	COL6A3	ITGA2_ITGB1	0.00756864305053495	0	COL6A3_ITGA2_ITGB1	COL6A3 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Epithelial progenitor-like / repair state (provisional)	Collecting duct intercalated cell	COL4A2	ITGA1_ITGB1	0.00754572412062084	0	COL4A2_ITGA1_ITGB1	COL4A2 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Thick ascending limb (TAL) / loop of Henle	C8	COL6A3	ITGA3_ITGB1	0.00753631813942589	0	COL6A3_ITGA3_ITGB1	COL6A3 - (ITGA3+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C3	Collecting duct intercalated cell	COL6A1	ITGA1_ITGB1	0.00752349193537204	0	COL6A1_ITGA1_ITGB1	COL6A1 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C12	C8	COL4A5	ITGAV_ITGB8	0.00750911827528597	0	COL4A5_ITGAV_ITGB8	COL4A5 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Epithelial progenitor-like / repair state (provisional)	Collecting duct intercalated cell	COL4A1	ITGA1_ITGB1	0.00749522209304142	0	COL4A1_ITGA1_ITGB1	COL4A1 - (ITGA1+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C16	C16	COL4A4	SDC4	0.00748868121624522	0	COL4A4_SDC4	COL4A4 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C9	C9	COL4A3	ITGA2_ITGB1	0.00747309861061238	0	COL4A3_ITGA2_ITGB1	COL4A3 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Epithelial progenitor-like / repair state (provisional)	C8	COL4A3	ITGA3_ITGB1	0.00746551830602774	0	COL4A3_ITGA3_ITGB1	COL4A3 - (ITGA3+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C11	C19	THBS1	SDC4	0.00745224004041123	0	THBS1_SDC4	THBS1 - SDC4	THBS	ECM-Receptor	KEGG: hsa04512
C13	C8	LAMA1	ITGAV_ITGB8	0.00745057760596628	0	LAMA1_ITGAV_ITGB8	LAMA1 - (ITGAV+ITGB8)	LAMININ	ECM-Receptor	KEGG: hsa04512
C11	C8	COL4A5	ITGA3_ITGB1	0.00745050812977198	0	COL4A5_ITGA3_ITGB1	COL4A5 - (ITGA3+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C14	C8	COL6A3	ITGA3_ITGB1	0.00745050812977198	0	COL6A3_ITGA3_ITGB1	COL6A3 - (ITGA3+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
Thick ascending limb (TAL) / loop of Henle	C9	COL4A1	SDC4	0.00744468865214706	0	COL4A1_SDC4	COL4A1 - SDC4	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C13	C8	COL4A2	ITGAV_ITGB8	0.007437943761498	0	COL4A2_ITGAV_ITGB8	COL4A2 - (ITGAV+ITGB8)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C9	C10	CD46	JAG1	0.00743621340162735	0	CD46_JAG1	CD46 - JAG1	CD46	Cell-Cell Contact	PMID: 23086448
C5	C8	COL4A3	ITGA2_ITGB1	0.00742708196356615	0	COL4A3_ITGA2_ITGB1	COL4A3 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
C11	C8	LAMA5	ITGA2_ITGB1	0.007418962355292	0	LAMA5_ITGA2_ITGB1	LAMA5 - (ITGA2+ITGB1)	LAMININ	ECM-Receptor	KEGG: hsa04512
C5	C8	COL4A4	ITGA2_ITGB1	0.00739473718258362	0	COL4A4_ITGA2_ITGB1	COL4A4 - (ITGA2+ITGB1)	COLLAGEN	ECM-Receptor	KEGG: hsa04512
